"edition","name","quadrant","ring","description"
"2019-11","10x engineers",Techniques,Hold,"<p>The old term <strong>10x engineer</strong> has come under scrutiny these past few months. A widely shared Twitter thread essentially suggests companies should excuse antisocial and damaging behaviors in order to retain engineers who are perceived as having immense individual output. Thankfully, many people on social media made fun of the concept, but the stereotype of the ""rockstar developer"" is still pervasive. In our experience, great engineers are driven not by individual output but by working in amazing teams. It's more effective to build teams of talented individuals with mixed experiences and diverse backgrounds and provide the right ingredients for teamwork, learning and continuous improvement. These 10x teams can move faster, scale more quickly and are much more resilient — without needing to pander to bad behaviors.</p>"
"2019-11",Front-end integration via artifact,Techniques,Hold,"<p>When teams embrace the concept of <a href=""/radar/techniques/micro-frontends"">micro frontends</a> they have a number of patterns at their disposal to integrate the individual micro frontends into one application. As always there are antipatterns, too. A common one in this case is <strong>front-end integration via artifact</strong>. For each micro frontend an artifact is built, usually an NPM package, which is pushed into a registry. A later step, sometimes in a different build pipeline, then combines the individual packages into a final package that contains all micro frontends. From a purely technical perspective this integration at build time results in a working application. However, integrating via artifact implies that for each change the full artifact needs to be rebuilt, which is time consuming and will likely have a negative impact on developer experience. Worse, this style of integrating frontends also introduces direct dependencies between the micro frontends at build time and therefore causes considerable coordination overhead.</p>"
"2019-11",Lambda pinball,Techniques,Hold,"<p>We've been building <a href=""/radar/techniques/serverless-architecture"">serverless</a> architectures on our projects for a couple of years now, and we've noticed that it's quite easy to fall into the trap of building a distributed monolith. <strong><a href=""https://twitter.com/ctford/status/1128774411832762369"">Lambda pinball</a></strong> architectures characteristically lose sight of important domain logic in the tangled web of lambdas, buckets and queues as requests bounce around increasingly complex graphs of cloud services. Typically they're hard to test as units, and the application needs must be tested as an integrated whole. One pattern we can use to avoid these pinball architectures is to draw a distinction between <a href=""https://martinfowler.com/ieeeSoftware/published.pdf"">public and published interfaces</a> and apply good old domain boundaries with published interfaces between them.</p>"
"2019-11",Legacy migration feature parity,Techniques,Hold,"<p>We find that more and more organizations need to replace aging legacy systems to keep up with the demands of their customers (both internal and external). One antipattern we keep seeing is <strong>legacy migration feature parity</strong>, the desire to retain feature parity with the old. We see this as a huge missed opportunity. Often the old systems have bloated over time, with many features unused by users (50% according to a <a href=""https://www.standishgroup.com/sample_research_files/Exceeding%20Value_Layout.pdf"">2014 Standish Group report</a>) and business processes that have evolved over time. Replacing these features is a waste. Our advice: Convince your customers to take a step back and understand what their users currently <em>need</em> and prioritize these needs against business outcomes and metrics — which often is easier said than done. This means conducting user research and applying modern product development practices rather than simply replacing the existing ones.</p>"
"2019-11",Apache Flink,Platforms,Trial,"<p><strong><a href=""https://flink.apache.org/"">Apache Flink</a></strong> has seen increasing adoption since our initial assessment on 2016. Flink is recognized as the leading stream-processing engine and also gradually matured in the fields of batch processing and machine learning. One of Flink's key differentiator from other stream-processing engines is its use of consistent checkpoints of an application's state. In the event of failure, the application is restarted and its state is loaded from the latest checkpoint — so that the application can continue processing as if the failure had never happened. This helps us to reduce complexity of building and operating external systems for fault tolerance. We see more and more companies using Flink to build their data-processing platform.</p>"
"2019-11",Apollo Auto,Platforms,Trial,"<p>Once exclusive to tech giants, self-driving technology isn't rocket science anymore, as demonstrated by <strong><a href=""http://apollo.auto/"">Apollo Auto</a></strong>. The goal of the Baidu-owned Apollo program is to become the Android of the autonomous driving industry. The Apollo platform has components such as perception, simulation, planning and intelligent control that enable car companies to integrate their own autonomous driving systems into their vehicles' hardware. The developer community is still new but with a lot of vendors joining to contribute more ports. One of our projects helped our client to complete self-driving license exams with the Apollo-based autopilot system. Apollo also provides an evolutionary architecture approach to adopt advanced features gradually, which enables us to integrate more sensors and functions in an agile, iterative way.</p>"
"2019-11",GCP Pub/Sub,Platforms,Trial,"<p><strong><a href=""https://cloud.google.com/pubsub/"">GCP Pub/Sub</a></strong> is Google Cloud's event streaming platform. It's a popular piece of infrastructure for many of our architectures running <a href=""/radar/platforms/google-cloud-platform"">Google Cloud Platform</a>, including mass event ingestion, communication of serverless workloads and streaming data-processing workflows. One of its unique features is support of pull and push subscriptions: subscribing to receive all published messages available at the time of subscription or pushing messages to a particular endpoint. Our teams have enjoyed its reliability and scale and that it just works as advertised.</p>"
"2019-11",Mongoose OS,Platforms,Trial,"<p><strong><a href=""http://mongoose-os.com/"">Mongoose OS</a></strong> remains one of our preferred open-source microcontroller operating systems and embedded firmware development frameworks. It's worth noting that Mongoose OS fills a noticeable gap for embedded software developers: the gap between Arduino firmware suitable for prototyping and bare-metal microcontrollers' native SDKs. Our teams have successfully used <a href=""https://mongoose-os.com/about.html"">Cesanta's</a> new end-to-end device management platform, <a href=""https://mdash.net/home/"">mDash</a>, for small-scale greenfield hardware projects. Major Internet of Things (IoT) cloud platform providers today support the Mongoose OS development framework for their device management, connectivity, and over-the-air (OTA) firmware upgrades. Since we last reported on Mongoose OS, the number of supported boards and microcontrollers has grown to include STM, Texas Instruments and Espressif. We continue to enjoy its seamless support for OTA updates and its built-in security at the individual device level.</p>"
"2019-11",AWS Cloud Development Kit,Platforms,Assess,"<p>For many of our teams <a href=""/radar/tools/terraform"">Terraform</a> has become the default choice for defining cloud infrastructure. However, some of our teams have been experimenting with <strong><a href=""https://docs.aws.amazon.com/cdk/latest/guide/home.html"">AWS Cloud Development Kit</a></strong> (AWS CDK) and they like what they've seen so far. In particular, they like the use of first-class programming languages instead of configuration files which allows them to use existing tools, test approaches and skills. Like similar tools, care is still needed to ensure deployments remain easy to understand and maintain. Given that support for C# and Java is coming soon and ignoring for now some gaps in functionality, we think AWS CDK is worth watching as an alternative to other configuration file–based approaches.</p>"
"2019-11",Azure DevOps,Platforms,Assess,"<p><strong><a href=""https://azure.microsoft.com/en-us/services/devops/"">Azure DevOps</a></strong> services include a set of managed services such as hosted Git repos, CI/CD pipelines, automated testing tooling, backlog management tooling and artifact repository. Azure DevOps Pipelines have been maturing over time. We particularly like its ability to define <a href=""/radar/techniques/pipelines-as-code"">Pipelines as code</a> and its ecosystem of extensions on the Azure DevOps <a href=""https://marketplace.visualstudio.com/azuredevops"">marketplace</a>. At the time of writing, our teams are still running into a few immature features, including lack of an effective UI for pipeline visualization and navigation and the inability to trigger a pipeline from artifacts or other pipelines.</p>"
"2019-11",Azure Pipelines,Platforms,Assess,"<p><strong><a href=""https://azure.microsoft.com/en-us/services/devops/pipelines/"">Azure Pipelines</a></strong> is a product of <a href=""/radar/platforms/azure-devops"">Azure DevOps</a> that offers cloud-based solutions to implement pipelines as code for projects hosted in Azure DevOps Git server or other Git solution such as GitHub or Bitbucket. The interesting part of this solution is the ability to run your scripts in Linux, MacOS and Windows agents without the overhead of managing a virtual machine on your own. This represents a big step forward, especially for teams that work on Windows environments with .NET Framework solutions; we're also assessing this service for continuous delivery in iOS.</p>"
"2019-11",Crowdin,Platforms,Assess,"<p>Most of the projects with multilingual support start with development teams building features in one language and managing the rest through offline translation via emails and spreadsheets. Although this simple setup works, things can quickly get out of hand. You may have to keep answering the same questions for different language translators, sucking the energy out of the collaboration between translators, proofreaders and the development team. <strong><a href=""https://crowdin.com"">Crowdin</a></strong> is one of a handful of platforms that help in streamlining the localization workflow of your project. With Crowdin the development team can continue building features and the platform streamlines the text that needs translation into an online workflow. We like that Crowdin nudges the teams to continuously and incrementally incorporate translation rather than managing them in large batches toward the end.</p>"
"2019-11",Crux,Platforms,Assess,"<p><strong><a href=""https://www.juxt.pro/crux/index.html"">Crux</a></strong> is an open-source document database with bitemporal graph queries. Most database systems are temporal, meaning they help us model facts along with the time at which they occurred. Bitemporal database systems let you model not just the <em>valid</em> time the fact occurred but also the <em>transaction</em> time when it was received. If you need a document store with graph capabilities for querying the content, then give Crux a try. It's currently in alpha and lacks SQL support, but you can use a <a href=""https://en.wikipedia.org/wiki/Datalog"">Datalog</a> query interface for reading and traversing relationships.</p>"
"2019-11",Delta Lake,Platforms,Assess,"<p><strong><a href=""https://docs.databricks.com/delta/index.html"">Delta Lake</a></strong> is an open-source storage layer by Databricks that attempts to bring transactions to big data processing. One of the problems we often encounter when using <a href=""/radar/platforms/apache-spark"">Apache Spark</a> is the lack of ACID transactions. Delta Lake integrates with the Spark API and addresses this problem by its use of a transaction log and versioned <a href=""https://parquet.apache.org/"">Parquet</a> files. With its serializable isolation, it allows concurrent readers and writers to operate on Parquet files. Other welcome features include schema enforcement on write and versioning, which allows us to query and revert to older versions of data if necessary. We've started to use it in some of our projects and quite like it.</p>"
"2019-11",Fission,Platforms,Assess,"<p><a href=""/radar/platforms/kubernetes"">Kubernetes</a>'s serverless ecosystem is growing. We talked about <a href=""/radar/platforms/knative"">Knative</a> in a previous Radar; now we're seeing <strong><a href=""https://fission.io/"">Fission</a></strong> gaining traction. Fission lets developers focus on writing short-lived functions and map them to HTTP requests while the framework handles the rest of the plumbing and automation of Kubernetes resources behind the scenes. Fission also lets you <a href=""https://fission.io/workflows/"">compose functions</a>, integrate with third-party providers via web hooks and automate the management of the Kubernetes infrastructure.</p>"
"2019-11",FoundationDB,Platforms,Assess,"<p><strong><a href=""https://www.foundationdb.org"">FoundationDB</a></strong> is an open-source multimodel database, acquired by Apple in 2015 and then open sourced in April 2018. The core of FoundationDB is a distributed key-value store, which provides strict serializability transactions. One of the interesting aspects of FoundationDB is its concept of layers to offer additional models. These layers are essentially stateless components built on top of the core key-value store, such as the <a href=""https://www.foundationdb.org/blog/announcing-record-layer/"">Record layer</a> and the <a href=""https://www.foundationdb.org/blog/announcing-document-layer/"">Document layer</a>. FoundationDB sets a high standard with its <a href=""https://apple.github.io/foundationdb/testing.html"">Simulation testing</a> where they run daily tests simulating various system failures. With its performance, rigorous testing and easy operability, FoundationDB is not just a database but can also be used by those looking to build distributed systems where they can use FoundationDB as a core primitive on which to build their system.</p>"
"2019-11",Arrow,languages-and-frameworks,Trial,"<p><strong><a href=""https://arrow-kt.io/"">Arrow</a></strong> is a functional programming library for <a href=""/radar/languages-and-frameworks/kotlin"">Kotlin</a>, created by merging two existing popular libraries (<a href=""https://github.com/JcMinarro/kategory"">kategory</a> and <a href=""https://github.com/MarioAriasC/funKTionale"">funKTionale</a>). While Kotlin provides building blocks for functional programming, Arrow delivers a package of ready-to-use higher-level abstractions for application developers. It provides data types, type classes, effects, optics and other functional programming patterns as well as integrations with popular libraries. Our initial positive impressions of Arrow were confirmed when using it to build applications that are now in production.</p>"
"2019-11",GraalVM,Platforms,Assess,"<p><strong><a href=""https://www.graalvm.org/"">GraalVM</a></strong> is a universal virtual machine by Oracle for running applications written in JVM languages, JavaScript, Python, Ruby and R, as well as C/C++ and other LLVM-based languages. At its simplest, GraalVM can be used as a more performant VM for JVM and other supported non-JVM languages. But it also allows us to write polyglot applications with very little performance impact; and its <a href=""https://www.graalvm.org/docs/reference-manual/native-image/"">Native Image</a> utility (currently only available as an <a href=""https://docs.oracle.com/en/graalvm/enterprise/19/guide/overview/license/licensing-information.html"">Early Adopter Technology</a>) lets us compile Java code ahead of time to stand-alone executables for faster startup and less memory use. GraalVM has generated a lot of excitement in the Java community, and a host of Java frameworks (including <a href=""/radar/languages-and-frameworks/micronaut"">Micronaut</a>, <a href=""https://quarkus.io/"">Quarkus</a>, and <a href=""https://helidon.io/#/"">Helidon</a>) are already taking advantage of it.</p>"
"2019-11",Hydra,Platforms,Assess,"<p>Not everyone needs a self-hosted OAuth2 solution, but if you do, we found <strong><a href=""https://www.ory.sh/hydra/"">Hydra</a></strong> — a fully compliant open-source OAuth2 server and OpenID connect provider — quite useful. We really like that Hydra doesn't provide any identity management solutions out of the box; so no matter what flavor of identity management you have, it's possible to integrate it with Hydra through a clean API. This clear separation of identity from the rest of the OAuth2 framework makes it easier to integrate Hydra with an existing authentication ecosystem.</p>"
"2019-11",Kuma,Platforms,Assess,"<p><strong><a href=""https://kuma.io"">Kuma</a></strong> is a platform-agnostic <a href=""/radar/techniques/service-mesh"">service mesh</a> for <a href=""/radar/platforms/kubernetes"">Kubernetes</a>, VMs and bare metal environments. Kuma is implemented as a control plane on top of <a href=""https://www.envoyproxy.io/"">Envoy</a> and as such can instrument any Layer 4/Layer 7 traffic to secure, observe, route and enhance connectivity between services. Most of the service mesh implementations are targeted natively at the Kubernetes ecosystem which in itself is not bad but hinders the adoption of service mesh for existing non-Kubernetes applications. Rather than waiting for large platform transformation efforts to be complete, you can now use Kuma and modernize the network infrastructure.</p>"
"2019-11",MicroK8s,Platforms,Assess,"<p>We talked about <a href=""/radar/platforms/kubernetes"">Kubernetes</a> in the past and it continues to be the default choice for deploying and managing containers in production clusters. However, it's getting increasingly difficult to provide a similar experience offline for developers. Among other options, we've found <strong><a href=""https://microk8s.io/"">MicroK8s</a></strong> to be quite useful. To install the <a href=""https://snapcraft.io/microk8s"">MicroK8s snap</a>, pick a release channel (stable, candidate, beta or edge), and you can get Kubernetes running with a few commands. You can also keep track of mainstream releases and choose to upgrade your setup automatically.</p>"
"2019-11",Oculus Quest,Platforms,Assess,"<p>We've long tracked AR/VR (Augmented/Virtual Reality) in our Radar, but its appeal has been limited to specific platforms and tethering options. The <strong>Oculus Quest</strong> changes the game, becoming one of the first consumer mass-market standalone VR headsets that requires no tethering or support outside a smartphone. This device opens the door for a huge jump in potential exposure to VR applications, whose demand will in turn drive the market toward more aggressive innovation. We applaud the democratization of VR this device helps usher in and can't wait to see what's on the horizon.</p>"
"2019-11",ONNX,Platforms,Assess,"<p>The tools and frameworks ecosystem around neural networks have been evolving rapidly. The interoperability between them, however, has been a challenge. It's not uncommon in the ML industry to quickly prototype and train the model in one tool and then deploy it in a different tool for inference. Because the internal format of these tools aren't compatible, we need to implement and maintain messy convertors to make the models compatible. The Open Neural Network Exchange format <strong><a href=""https://onnx.ai/"">ONNX</a></strong> addresses this problem. In ONNX, the neural networks are represented as graphs using standard operator specifications, and together with a serialization format for trained weights, neural network models can be <a href=""https://onnx.ai/supported-tools"">transferred from one tool to another</a>. This opens up lots of possibilities, including <a href=""https://github.com/onnx/models"">Model Zoo</a>, a collection of pretrained models in ONNX format.</p>"
"2019-11",Rootless containers,Platforms,Assess,"<p>Ideally, containers should be managed and run by the respective container runtime without root privileges. This is not trivial but when achieved, it reduces the attack surface and avoids whole classes of security problems, notably privilege escalation out of the container. The community has discussed this as <strong>rootless containers</strong> for quite a while, and it is part of the open container runtime specification and its standard implementation <a href=""https://github.com/opencontainers/runc#rootless-containers"">runc</a>, which underpins <a href=""/radar/platforms/kubernetes"">Kubernetes</a>. Now, Docker 19.03 introduces rootless containers as an experimental feature. Although fully functional, the feature doesn't yet work with several other features such as cgroups resource controls and <a href=""https://wiki.ubuntu.com/AppArmor"">AppArmor</a> security profiles.</p>"
"2019-11",Snowflake,Platforms,Assess,"<p>We often relate data warehousing to a central infrastructure that is hard to scale and manage with the growing demands around data. <strong><a href=""https://www.snowflake.com"">Snowflake</a></strong>, however, is a new SQL Data Warehouse as a Service solution built from the ground up for the cloud. With a bunch of neatly crafted features such as database-level atomicity, structured and semi-structured data support, in-database analytics functions and above all with a clear separation of storage, compute and services layer, Snowflake addresses most of the challenges faced in data warehousing.</p>"
"2019-11",Teleport,Platforms,Assess,"<p><strong><a href=""https://gravitational.com/teleport/"">Teleport</a></strong> is a security gateway for remotely accessing cloud native infrastructures. One of Teleport's interesting <a href=""https://gravitational.com/teleport/features/"">features</a> is its ability to double as a Certificate Authority (CA) for your infrastructure. You can issue short-lived certificates and build richer role-based access control (RBAC) for your <a href=""/radar/platforms/kubernetes"">Kubernetes</a> infrastructure (or for just SSH). With increased focus on infrastructure security it's important to keep track of changes. However, not all events require the same level of auditing. With Teleport you can stick with logging for most of the events but go the extra mile by recording the user screen for more privileged root sessions.</p>"
"2019-11",Micronaut,languages-and-frameworks,Trial,"<p><strong><a href=""https://micronaut.io/"">Micronaut</a></strong> is a JVM framework for building services using Java, <a href=""/radar/languages-and-frameworks/kotlin"">Kotlin</a> or Groovy. It distinguishes itself through a small memory footprint and short startup time; it achieves these improvements by avoiding runtime reflection for <a href=""https://martinfowler.com/articles/injection.html"">dependency injection (DI)</a> and proxy generation, a common shortcoming of traditional frameworks, and instead uses a DI/<a href=""https://en.wikipedia.org/wiki/Aspect-oriented_programming"">AOP</a> container which performs dependency injection at compile time. This makes it attractive not just for standard server-side microservices but also in the context of, for example, the Internet of Things, Android applications and serverless functions. Micronaut uses Netty and has first-class support for reactive programming. It also includes features such as service discovery and circuit breaking that make it cloud-native friendly. Micronaut is a very promising entrant to the full-stack framework for the JVM space, and we're seeing it in more and more projects in production, prompting us to move it to Trial.</p>"
"2019-11",React Hooks,languages-and-frameworks,Trial,"<p>Earlier this year, <strong><a href=""https://reactjs.org/docs/hooks-intro.html"">React Hooks</a></strong> were introduced to the popular JavaScript framework. They make it possible to use state and other React features without writing a class, offering a cleaner approach than higher-order components or render-props for use cases. Libraries such as <a href=""/radar/languages-and-frameworks/material-ui"">Material UI</a> and <a href=""/radar/languages-and-frameworks/apollo"">Apollo</a> have already switched to using Hooks. There are some issues with testing Hooks, especially with Enzyme, which contributed to our reassessment of <a href=""/radar/languages-and-frameworks/enzyme"">Enzyme</a> as the tool of choice.</p>"
"2019-11",React Testing Library,languages-and-frameworks,Trial,"<p>The JavaScript world moves pretty fast, and as we gain more experience using a framework our recommendations change. The <strong><a href=""https://testing-library.com/"">React Testing Library</a></strong> is a good example of a framework that with deeper usage has eclipsed the alternatives to become the sensible default when testing React-based frontends. Our teams like the fact that tests written with this framework are less brittle than with alternative frameworks such as <a href=""/radar/languages-and-frameworks/enzyme"">Enzyme</a> because you're encouraged to test component relationships individually as opposed to testing all implementation details.</p>"
"2019-11",Styled components,languages-and-frameworks,Trial,"<p>Using tagged template literals <strong><a href=""https://www.styled-components.com/"">styled components</a></strong> make it possible to put the CSS needed to style a React component directly into the JavaScript code that creates the component. This greatly reduces the pain with managing CSS and obviates the need for naming conventions or other means of avoiding naming conflicts in CSS. Developers can see the styling when looking at the component definition, and they don't have to memorize several megabytes worth of CSS. Of course, placing the CSS into the JavaScript code can make it harder to get a consistent view across the styling of different components, which is why we recommend understanding the trade-offs with this approach.</p>"
"2019-11",TensorFlow,languages-and-frameworks,Trial,"<p>With its 2.0 release, <strong><a href=""https://www.tensorflow.org/"">TensorFlow</a></strong> retains its prominence as the industry’s leading machine learning framework. TensorFlow began as a numerical processing package that gradually expanded to include libraries supporting a variety of ML approaches and execution environments, ranging from mobile CPU to large GPU clusters. Along the way, a slew of frameworks became available to simplify the tasks of network creation and training. At the same time, other frameworks, notably <a href=""/radar/languages-and-frameworks/pytorch"">PyTorch</a>, offered an imperative programming model that made debugging and execution simpler and easier. TensorFlow 2.0 now defaults to imperative flow (eager execution) and adopts <a href=""/radar/languages-and-frameworks/keras"">Keras</a> as the single high-level API. While these changes modernize TensorFlow's usability and make it more competitive with PyTorch, it is a significant rewrite that often breaks backward compatibility — many tools and serving frameworks in the TensorFlow ecosystem won't immediately work with the new version. For the time being, consider whether you want to design and experiment in TensorFlow 2.0 but revert to version 1 to serve and run your models in production.</p>"
"2019-11",Fairseq,languages-and-frameworks,Assess,"<p><strong><a href=""https://github.com/pytorch/fairseq"">Fairseq</a></strong> is a sequence-to-sequence modelling toolkit by Facebook AI Research that allows researchers and developers to train custom models for translation, summarization, language modeling and other NLP tasks. For users of <a href=""/radar/languages-and-frameworks/pytorch"">PyTorch</a>, this is a good choice. It provides reference implementations of various sequence-to-sequence models; supports distributed training across multiple GPUs and machines; is very extensible; and has a bunch of pretrained models, including <a href=""https://github.com/pytorch/fairseq/blob/master/examples/roberta/README.md"">RoBERTa</a> which is an optimization on top of <a href=""/radar/techniques/bert"">BERT</a>.</p>"
"2019-11",Flair,languages-and-frameworks,Assess,"<p><strong><a href=""https://github.com/zalandoresearch/flair"">Flair</a></strong> is a simple Python-based framework for NLP processing. It allows users to do standard NLP tasks such as <a href=""https://en.wikipedia.org/wiki/Named-entity_recognition"">named entity recognition (NER)</a>, <a href=""https://en.wikipedia.org/wiki/Part-of-speech_tagging"">part-of-speech tagging (PoS)</a>, <a href=""https://en.wikipedia.org/wiki/Word-sense_disambiguation"">word-sense disambiguation</a> and classification and performs well on a range of NLP tasks. Flair presents a simple and unified interface for a variety of word and document embeddings, including <a href=""/radar/techniques/bert"">BERT</a>, Elmo and its own Flair embeddings. It also has multilingual support. The framework itself is built on top of <a href=""/radar/languages-and-frameworks/pytorch"">PyTorch</a>. We're using it in some of our projects and like its ease of use and powerful abstractions.</p>"
"2019-11",Yocto Project,Tools,Trial,"<p>Increasingly we're seeing powerful Internet of Things devices that run Linux rather than a special embedded OS. In order to reduce resource usage and decrease the attack surface, it makes sense to build a custom Linux distribution that only contains the tools and dependencies needed to run the software on the device. In this context the <strong><a href=""https://www.yoctoproject.org/"">Yocto Project</a></strong> has renewed relevance as a tool to create a Linux distribution tailored to the needs of a specific case. The learning curve is steep and due to its flexibility, it can be easy to do the wrong thing. However, over the many years of its existence, the Yocto Project has attracted an active community that can help. Compared to similar tools, it's easier to integrate into a CD workflow and, unlike Android Things or Ubuntu core for example, it's not tied to a specific ecosystem.</p>"
"2019-11",Gatsby.js,languages-and-frameworks,Assess,"<p><strong><a href=""https://www.gatsbyjs.org/"">Gatsby.js</a></strong> is a framework to write web applications in an architectural style known as <a href=""/radar/techniques/jamstack"">JAMstack</a>. Part of the application is generated at build time and deployed as a static site, while the remainder of the functionality is implemented as a <a href=""https://en.wikipedia.org/wiki/Progressive_web_applications"">progressive web application (PWA)</a> running in the browser. Such applications work without code running on the server side. Usually, though, the PWA makes calls to third-party APIs and SaaS solutions for content management, for example. In the case of Gatsby.js, all client and build time code is written using React. The framework includes some optimizations to make the web application feel fast. It provides code and data splitting out of the box to minimize load times and speeds up performance when navigating the application by prefetching resources. APIs are called via <a href=""/radar/languages-and-frameworks/graphql"">GraphQL</a> and several plugins simplify integration with existing services.</p>"
"2019-11",GraphQL,languages-and-frameworks,Assess,"<p>We've seen many successful <strong><a href=""https://github.com/facebook/graphql"">GraphQL</a></strong> implementations on our projects. We've seen some interesting patterns of use too, including <a href=""/radar/techniques/graphql-for-server-side-resource-aggregation"">GraphQL for server-side resource aggregation</a>. That said, we've concerns about misuse of this framework and some of the problems that can occur. Examples include performance gotchas around N+1 queries and lots of boilerplate code needed when adding new models, leading to complexity. There are workarounds to these gotchas such as query caching. Even though it's not a silver bullet, we still think it's worth assessing as part of your architecture.</p>"
"2019-11",KotlinTest,languages-and-frameworks,Assess,"<p><strong><a href=""https://github.com/kotlintest/kotlintest"">KotlinTest</a></strong> is a stand-alone testing tool for the <a href=""/radar/languages-and-frameworks/kotlin"">Kotlin</a> ecosystem that our teams have come to like. It allows <a href=""/radar/techniques/property-based-unit-testing"">property-based testing</a>, a technique we've highlighted in the Radar before. Key advantages are that it offers a variety of testing styles in order to structure the test suites and that it comes with a comprehensive set of matchers, which allow for expressive tests in an elegant internal DSL.</p>"
"2019-11",NestJS,languages-and-frameworks,Assess,"<p><strong><a href=""https://nestjs.com/"">NestJS</a></strong> is a server-side Node.js framework written in <a href=""/radar/languages-and-frameworks/typescript"">TypeScript</a>. By integrating the rich ecology of the Node.js community, NestJS provides an out-of-the-box application architecture. The mental model to develop NestJS is similar to the server-side version of Angular or the TypeScript version of Spring Boot, so the learning curve for developers is low. NestJS supports protocols such as <a href=""/radar/languages-and-frameworks/graphql"">GraphQL</a>, Websocket and ORM libraries.</p>"
"2019-11",Paged.js,languages-and-frameworks,Assess,"<p>When using HTML and related technologies to produce books and other print output, the question of pagination must be considered. This includes page counters, repeated elements in headers and footers, as well as mechanisms to avoid awkward page breaks. <strong><a href=""https://www.pagedmedia.org/paged-js/"">Paged.js</a></strong> is an open-source library that implements a series of polyfills for the <a href=""https://www.w3.org/TR/css-page-3/"">Paged Media</a> and <a href=""https://www.w3.org/TR/css-gcpm-3/"">Generated Content for Paged Media</a> CSS modules. It is still experimental but fills an important gap in the ""write once, publish everywhere"" story for HTML.</p>"
"2019-11",Quarkus,languages-and-frameworks,Assess,"<p><strong><a href=""https://quarkus.io/"">Quarkus</a></strong> is a cloud-native, container-first framework by Red Hat for writing Java applications. It has a very fast startup time (tens of milliseconds) and has low memory utilization which makes it a good candidate for FaaS or frequent scaling up and down in a container orchestrator. Like <a href=""/radar/languages-and-frameworks/micronaut"">Micronaut</a>, Quarkus achieves this by using ahead-of-time compilation techniques to do dependency injection at compile time and avoid the runtime costs of reflection. It also works well with <a href=""/radar/platforms/graalvm"">GraalVM</a>'s Native Image which further reduces startup time. Quarkus supports both imperative and reactive models. Along with Micronaut and <a href=""https://helidon.io/#/"">Helidon</a>, Quarkus is leading the charge on the new generation of Java frameworks which attempt to address startup performance and memory without sacrificing developer effectiveness. It's gained a lot of community attention and is worth keeping an eye on.</p>"
"2019-11",SwiftUI,languages-and-frameworks,Assess,"<p>Apple has taken a big step forward with their new <strong><a href=""https://developer.apple.com/xcode/swiftui/"">SwiftUI</a></strong> framework for implementing user interfaces on macOS and iOS platforms. We like that SwiftUI moves beyond the somewhat kludgy relationship between Interface Builder and XCode and adopts a coherent, declarative and code-centric approach. You can now view your code and the resulting visual interface side by side in XCode 11, making for a much better developer experience. The SwiftUI framework also draws inspiration from the <a href=""/radar/languages-and-frameworks/react-js"">React.js</a> world that has dominated web development in recent years. Immutable values in view models and an asynchronous update mechanism make for a unified reactive programming model. This gives developers an entirely native alternative to similar reactive frameworks such as <a href=""/radar/languages-and-frameworks/react-native"">React Native</a> or <a href=""/radar/languages-and-frameworks/flutter"">Flutter</a>. Although SwiftUI definitely represents the future of Apple UI development, it is quite new and it will take time to smooth out the rough edges. We look forward to improved documentation and a community of developers who can establish a set of practices for testing and other engineering concerns.</p>"
"2019-11",Testcontainers,languages-and-frameworks,Assess,"<p>Creating reliable environments for running automated tests is a perennial problem, particularly as the number of components that modern systems depend on keeps increasing. <strong><a href=""https://www.testcontainers.org/"">Testcontainers</a></strong> is a Java library that helps mitigate this challenge by managing dockerized dependencies for your tests. This is particularly useful for spinning up repeatable database instances or similar infrastructure, but it can also be used in web browsers for UI testing. Our teams have found this library to be helpful for making integration tests more reliable with these programmable, lightweight and disposable containers.</p>"
"2019-11",Enzyme,languages-and-frameworks,Hold,"<p>We don't always move deprecated tools to Hold in the Radar, but our teams feel strongly that <strong><a href=""http://airbnb.io/enzyme/"">Enzyme</a></strong> has been replaced for unit testing <a href=""/radar/languages-and-frameworks/react-js"">React</a> UI components by <a href=""https://testing-library.com/docs/intro"">React Testing Library</a>. Teams using Enzyme have found that its focus on testing component internals leads to brittle, unmaintainable tests.</p>"
"2019-11",ESLint,Tools,Adopt,"<p><strong><a href=""https://eslint.org/"">ESLint</a></strong> is being used as a standard in many of our projects. As a linting tool for JavaScript it has multiple rule sets, recommended rules and plugins in order to extend to frameworks or JavaScript flavors. We've seen it leveraged heavily to help teams create and enforce norms in their code by allowing for real-time analysis of code during development. It can be used to standardize coding practices by enforcing best practices and code styling, and identify vulnerabilities in your code. It does so by integrating well with most IDEs and giving live feedback while coding. It's styling rules in particular will automatically fix the linting errors, making the process seamless and effective without incurring additional development cost. Developers can quickly get up to speed with the rules thanks to the community documentation, which does a good job of explaining coding patterns. As ESLint becomes more common and powerful, it has gained traction in the industry, and this is illustrated by the <a href=""/radar/languages-and-frameworks/typescript"">TypeScript</a> team's move to support and work with ESLint rather than investing in TSLint.</p>"
"2019-11",React Styleguidist,Tools,Adopt,"<p><strong><a href=""https://github.com/styleguidist/react-styleguidist"">React Styleguidist</a></strong> is a development environment for React components. It includes a dev server with hot reloading capabilities and generates an HTML style guide for sharing with teams. The style guide shows a live version of all components in one place with documentation and a list of their props. We've mentioned React Styleguidist as a <a href=""/radar/tools/ui-dev-environments"">UI dev environment</a> before, and over time it has become our default choice among similar tools in this space.</p>"
